Filename	Label	seg_Start	seg_End	pF1_mean	pF1_means001	pF1_means002	pF1_means003	pF2_mean	pF2_means001	pF2_means002	pF2_means003	
TOTAH-favorkindness.mat	"o22"	766.314	997.162	650.270	610.591	608.559	730.555	2684.586	2613.237	2777.731	2664.188	
TOTAH-favorkindness.mat	"ah22"	1267.884	1601.565	711.425	710.773	691.908	731.924	1748.859	1926.065	1944.508	1381.489	
TXXRELE-hedrove.mat	"e22"	1040.776	1263.213	1275.532	1027.453	1603.763	1202.994	2192.051	2014.476	2303.628	2259.515	
XAHNAH-lap.mat	"a22"	1857.552	2181.574	860.133	869.516	878.168	832.415	1761.293	1624.889	1824.379	1822.110	
XAHNAH-lap.mat	"ah22"	2307.002	2484.691	730.371	769.393	674.096	752.912	1551.879	1657.003	1690.201	1377.206	
XERXERAH-trachea.mat	"e22"	1185.262	1375.686	899.935	856.048	741.753	1099.622	2500.638	2558.694	2487.019	2455.763	
XERXERAH-trachea.mat	"e22"	1685.125	1790.917	629.428	760.228	581.011	545.641	1675.159	2213.636	1386.494	1416.074	
XERXERAH-trachea.mat	"ah22"	1888.774	2177.055	803.346	736.650	806.673	867.465	2421.906	2177.200	2733.285	2361.982	
XEXLTAH-mistake.mat	"ex22"	859.187	937.661	742.124	702.067	797.048	727.381	2346.993	2503.876	2539.100	2003.211	
XEXLTAH-mistake.mat	"ah22"	1362.731	1526.219	768.482	716.308	737.487	852.041	1880.266	1176.535	2107.809	2350.242	
XEXSLAH-harvest.mat	"ex22"	1114.149	1197.226	794.802	672.194	699.320	1012.952	2393.673	2251.542	2464.268	2468.951	
XEXSLAH-harvest.mat	"ah22"	1630.786	1885.211	777.997	749.287	803.193	781.894	2655.937	2790.538	3032.315	2156.202	
XEXTTE-wheat.mat	"ex22"	1103.186	1154.344	615.114	641.527	608.253	597.363	1715.741	1763.333	1681.132	1702.412	
XEXTTE-wheat.mat	"e22"	1540.875	1750.057	797.375	662.117	719.665	1008.381	2311.656	2153.495	2361.969	2419.306	
YAHRAH-wound.mat	"ah22"	1294.317	1680.723	774.075	766.341	760.951	795.170	2645.639	2745.081	2386.322	2809.137	
YAHRAH-wound.mat	"ah22"	1844.653	2210.568	761.000	816.144	777.719	689.757	2334.512	2759.091	2693.906	1559.598	
amrah-mayshesay.mat	"a11"	1271.365	1433.380	805.725	928.764	806.587	672.303	1600.152	1844.595	1486.065	1464.618	
amrah-mayshesay.mat	"ah11"	1694.059	2037.823	665.650	669.121	659.371	668.604	1591.890	2329.329	1060.234	1387.770	
arah-ground.mat	"a11"	487.436	775.335	904.516	949.330	949.727	816.615	1900.653	1881.586	1754.966	2067.648	
arah-ground.mat	"ah11"	858.563	1021.835	718.262	721.886	713.975	718.919	2038.922	2229.585	1928.095	1944.222	
axni-we.mat	"a11"	239.873	304.330	837.303	804.086	867.831	843.189	1763.322	1732.625	1809.644	1750.643	
axni-we.mat	"i11"	837.825	1079.360	1253.991	760.303	795.114	2213.586	2844.656	2520.768	2710.357	3309.056	
bali-mymind.mat	"a11"	178.120	501.972	850.599	830.551	899.228	822.947	2069.394	2134.294	1638.164	2434.017	
bali-mymind.mat	"i11"	619.403	842.338	1331.749	362.721	1393.365	2250.922	2690.404	2300.996	2755.289	3022.014	
bamah-why.mat	"a11"	183.852	486.908	803.303	908.676	795.314	707.551	1612.659	2068.969	1669.653	1107.568	
bamah-why.mat	"a11"	600.232	866.372	678.878	647.838	620.981	771.210	1155.674	1001.440	1107.068	1384.074	
bastah-package.mat	"a11"	184.890	317.439	899.256	800.496	883.731	1008.661	1895.262	1837.738	1911.426	1946.883	
bastah-package.mat	"ah11"	805.885	1017.754	692.366	676.453	658.951	740.649	1166.699	1404.064	1126.890	966.924	
baxta-woman.mat	"a11"	179.470	312.037	838.365	750.521	863.710	903.597	1747.162	1736.508	1759.199	1748.926	
baxta-woman.mat	"ah11"	960.979	1161.722	770.221	742.132	827.327	741.299	2189.937	1740.822	2587.679	2252.776	
belah-house.mat	"e11"	176.865	553.733	732.712	946.965	627.331	619.553	2269.936	2500.473	2249.431	2058.394	
belah-house.mat	"ah11"	679.681	911.075	695.822	635.237	703.025	749.296	1159.581	1205.670	1011.639	1256.123	
blane-daughtersgirls.mat	"a11"	376.387	738.353	763.638	698.971	793.242	802.427	1446.289	1276.454	1334.148	1742.787	
blane-daughtersgirls.mat	"e11"	862.964	1133.549	1247.164	1333.120	635.485	1768.611	2464.636	2451.343	2254.560	2690.376	
buz-spillpour.mat	"u11"	1512.373	1953.766	989.272	826.758	1629.865	521.387	2330.389	2184.475	2597.799	2214.812	
chahrag-quarter.mat	"ah11"	1296.771	1487.430	616.985	604.363	629.292	617.215	1069.228	1023.660	1026.407	1156.909	
chahrag-quarter.mat	"a11"	1556.319	1837.626	760.281	819.606	795.344	666.038	1652.752	1730.910	1652.351	1575.956	
chahrband-smalloftheback.mat	"ah11"	1390.293	1562.727	756.733	711.957	754.909	803.063	2273.259	1655.580	2576.994	2604.006	
chahrband-smalloftheback.mat	"a11"	1745.193	1958.132	1078.872	913.768	1169.234	1156.564	2426.487	2181.359	2555.089	2534.238	
chahrchaf-sheet.mat	"ah11"	1463.152	1563.615	713.428	704.891	727.965	709.342	1161.107	1129.287	1153.890	1198.785	
chahrchaf-sheet.mat	"a11"	1843.218	2121.610	828.422	746.958	829.649	910.850	1578.378	1704.400	1621.613	1408.099	
chapkah-clap.mat	"a11"	1123.070	1219.086	781.630	770.706	779.765	794.350	1662.793	1713.164	1616.784	1659.979	
chapkah-clap.mat	"ah11"	1578.222	1736.095	723.780	670.520	738.551	762.026	1301.392	1048.868	901.252	1935.190	
charchi-peddler.mat	"a11"	1238.228	1363.675	864.280	842.404	1062.286	710.991	2165.206	2293.325	2134.335	2083.001	
charchi-peddler.mat	"i11"	1696.841	1839.394	2309.484	2121.858	2337.647	2425.310	3174.789	3193.570	3141.663	3168.877	
charchiwa-frame.mat	"a11"	1101.039	1207.697	853.087	739.396	931.423	900.282	2175.749	1925.153	2342.748	2271.751	
charchiwa-frame.mat	"i11"	1473.872	1599.408	449.359	762.945	289.331	284.492	2433.530	2493.468	2463.300	2340.004	
charchiwa-frame.mat	"ah11"	1707.955	1868.415	666.336	650.590	652.381	697.576	1744.253	2125.952	1092.008	1998.498	
cher-squinteye.mat	"e11"	1224.758	1543.629	1109.521	1192.079	1130.382	1011.167	2361.329	2396.831	2391.307	2296.850	
chiBAHN-boil.mat	"i13"	379.211	524.166	531.636	1051.782	238.756	282.892	2442.914	2739.932	2399.299	2177.417	
chiBAHN-boil.mat	"ah33"	731.624	1073.398	681.756	656.544	682.226	703.987	1440.507	1254.446	918.491	2135.152	
chiBAHN2-boil.mat	"i13"	460.444	593.379	634.669	1155.026	495.354	267.867	2489.996	2880.702	2428.956	2162.147	
chiBAHN2-boil.mat	"ah33"	766.445	1078.716	699.069	688.760	703.014	706.575	1062.349	935.123	956.068	1293.403	
chig-rawuncooked.mat	"i11"	1474.497	1615.632	1383.305	942.234	1702.316	1535.333	2665.140	2712.553	2673.112	2608.378	
chiman-meadow.mat	"i11"	1447.899	1585.489	1543.755	2122.380	2217.110	254.048	3023.254	3255.151	3375.785	2423.572	
chiman-meadow.mat	"a11"	1709.204	1977.447	842.113	935.109	672.467	913.540	1963.044	2157.088	1576.174	2145.039	
chit-cotton.mat	"i11"	1481.420	1565.148	1304.979	745.840	2236.339	1010.680	2820.304	2683.452	3154.588	2635.346	
chol-desert.mat	"o11"	1578.027	1935.614	561.320	518.236	519.342	644.626	1899.347	1825.254	1791.173	2078.335	
dewah-wolf.mat	"e11"	211.029	506.459	1413.359	655.162	1905.102	1681.695	2566.878	2285.257	2806.599	2610.319	
dewah-wolf.mat	"ah11"	663.719	806.434	698.083	673.150	685.606	737.646	1569.584	796.091	1670.016	2254.529	
dexmmah-blood.mat	"ex11"	1260.236	1314.864	536.438	504.155	537.588	567.390	1581.591	1667.837	1552.567	1522.156	
dexmmah-blood.mat	"ah11"	1609.346	2019.059	660.784	624.033	697.597	661.731	1508.432	1198.580	1496.812	1837.302	
dexqnah-beard.mat	"ex11"	183.489	301.258	797.676	483.789	841.766	1077.744	2235.829	1793.902	2434.152	2494.378	
dexqnah-beard.mat	"ah11"	769.004	945.658	778.781	774.042	776.420	784.919	1806.718	2271.488	2005.796	1139.965	
diNAHR-currency.mat	"i13"	190.604	325.039	2002.551	2284.245	2326.152	1414.601	3018.194	2952.921	3327.420	2782.511	
diNAHR-currency.mat	"ah33"	505.304	663.164	694.194	657.443	687.944	740.112	1086.135	1109.125	856.360	1289.633	
diVAHNXAHNAH-courthouse.mat	"i13"	201.689	351.306	1380.157	1419.069	2334.050	440.646	2700.814	2818.561	3065.207	2240.343	
diVAHNXAHNAH-courthouse.mat	"ah33"	446.113	567.584	691.262	588.999	718.498	768.376	1264.482	966.064	964.110	1838.836	
diVAHNXAHNAH-courthouse.mat	"ah33"	903.853	1129.020	730.025	728.430	744.634	718.572	1184.232	1492.798	997.534	1055.436	
diVAHNXAHNAH-courthouse.mat	"ah33"	1259.379	1432.699	681.862	633.986	662.016	748.665	1118.843	1234.311	1129.994	990.661	
din-religion.mat	"i11"	264.661	541.002	1829.538	2164.909	1642.483	1692.368	2853.658	2927.027	2852.677	2786.430	
dizah-knee.mat	"i11"	235.005	493.726	1949.908	1464.611	1919.152	2470.138	3344.204	2947.054	3393.847	3694.602	
dizah-knee.mat	"ah11"	658.867	822.173	716.658	681.335	755.523	714.851	1295.309	1719.576	1175.966	982.107	
dushMAHN-enemy.mat	"u13"	1163.105	1263.081	797.616	310.316	263.265	1802.634	2264.574	1954.362	1918.319	2915.631	
dushMAHN-enemy.mat	"ah33"	1936.691	2194.007	647.631	607.727	660.840	673.398	1046.925	984.187	1016.211	1139.646	
dushMAHNAHT-enmity.mat	"u13"	1217.676	1304.413	812.240	320.710	565.126	1540.174	2408.137	2175.673	2172.331	2872.701	
dushMAHNAHT-enmity.mat	"ah33"	1690.788	1852.435	641.202	622.672	661.446	639.671	1174.411	1403.235	974.988	1136.899	
dushMAHNAHT-enmity.mat	"ah33"	1972.165	2113.855	686.863	586.852	732.179	741.858	1913.234	1284.346	2315.936	2091.922	
dushMAHNAHT-enmity.mat	"u13"	4585.143	4688.997	588.455	405.316	332.662	1006.161	2135.004	2021.927	2048.026	2326.761	
dushMAHNAHT-enmity.mat	"ah33"	5021.332	5157.142	631.901	633.596	646.969	616.347	1123.649	986.838	1118.773	1267.520	
dushMAHNAHT-enmity.mat	"ah33"	5222.651	5454.326	755.580	556.052	794.849	917.316	1907.186	1428.698	2180.657	2117.961	
duzgun-straight.mat	"u11"	1365.603	1535.187	457.422	310.770	318.832	740.906	2315.339	2311.214	2194.403	2439.894	
duzgun-straight.mat	"u11"	1838.994	2076.692	362.585	341.787	346.763	417.991	1843.136	1858.005	1843.146	1846.364	
duzgunleg-truthteller.mat	"u11"	952.541	1141.880	334.316	325.534	338.434	339.211	2189.791	2195.456	2238.945	2134.074	
duzgunleg-truthteller.mat	"u11"	1711.435	1829.964	399.048	374.268	428.870	396.164	1811.673	1829.498	1785.386	1815.569	
duzgunleg-truthteller.mat	"e11"	2193.248	2319.474	649.391	622.002	675.746	654.057	1976.642	1823.944	1882.886	2218.690	
duzulah-straightnesstruth.mat	"u11"	1235.854	1373.721	755.403	274.216	300.030	1672.152	2171.434	1880.644	1901.729	2720.182	
duzulah-straightnesstruth.mat	"u11"	1559.732	1745.743	440.754	666.582	325.944	326.048	2014.252	2218.749	1918.524	1904.625	
duzulah-straightnesstruth.mat	"ah11"	1851.879	1986.463	639.148	588.595	646.468	684.733	1193.477	1312.842	1201.452	1061.980	
dxxrele-heput.mat	"e11"	552.187	860.359	1037.130	1109.914	1532.782	461.742	2098.393	2151.656	2323.258	1816.369	
dxxrele-heput.mat	"e11"	979.345	1236.353	1533.832	1158.118	1794.354	1658.464	2490.579	2465.793	2508.379	2500.320	
echi-ninety.mat	"e11"	677.607	724.581	652.999	546.846	672.564	743.880	2330.762	2248.570	2423.659	2324.803	
echi-ninety.mat	"i11"	1169.108	1315.588	2268.496	2557.029	2243.289	2012.531	3375.567	3272.035	3332.074	3524.595	
esteKAHN-cup.mat	"ex13"	880.602	944.848	906.835	999.971	421.700	1234.311	2612.228	2412.169	2331.676	3050.749	
esteKAHN-cup.mat	"ah33"	1606.775	1843.170	748.066	751.348	737.906	755.315	994.852	985.976	990.241	1007.437	
esteKAHN-cup.mat	"e13"	3340.065	3416.671	1072.280	646.362	1260.105	1341.977	2446.127	2076.237	2629.003	2659.598	
esteKAHN-cup.mat	"ex13"	3731.608	3798.000	530.006	532.437	510.855	544.880	2150.945	2105.048	2127.679	2208.817	
esteKAHN-cup.mat	"ah33"	4094.210	4349.564	638.427	617.293	688.916	609.163	1118.086	1191.861	999.307	1160.682	
etROG-citron.mat	"e13"	876.748	972.219	538.169	534.754	549.943	530.316	2132.127	2027.219	2094.236	2272.272	
etROG-citron.mat	"o33"	1417.752	1687.030	548.869	502.527	598.233	546.805	859.306	790.213	663.895	1117.225	
exchah-nine.mat	"ex11"	987.921	1054.487	596.189	649.920	574.156	564.114	2167.721	2201.084	2134.328	2165.813	
exchah-nine.mat	"ah11"	1444.231	1540.792	674.280	651.152	681.607	691.399	1230.409	1305.115	1183.659	1201.255	
faiTON-lightcarriage.mat	"o22"	1633.389	1925.560	622.327	580.945	625.551	659.703	1374.874	1154.928	1400.492	1569.870	
fakurah-intelligent.mat	"a11"	1169.568	1270.509	1348.739	1187.621	1119.332	1720.332	2308.301	2250.454	2212.411	2463.017	
fakurah-intelligent.mat	"u11"	1475.646	1699.235	543.959	311.213	811.931	504.374	2014.217	1842.244	2118.798	2082.303	
fakurah-intelligent.mat	"ah11"	1822.969	2089.974	768.126	745.406	785.471	772.980	1162.357	1514.142	1001.344	970.517	
fexnJAHN-cup.mat	"ex13"	1155.238	1219.614	488.955	508.008	487.181	470.818	1562.718	1455.072	1566.297	1665.035	
fexnJAHN-cup.mat	"ah33"	1651.044	1904.068	660.389	659.973	693.070	628.052	1150.925	1162.449	1099.390	1191.240	
gab-sidedirection.mat	"a11"	1233.794	1589.077	800.861	814.860	826.539	760.371	1805.646	2104.814	1737.351	1569.915	
gagormish-hiccup.mat	"a11"	1114.979	1197.979	641.160	816.514	610.159	491.861	2121.119	2269.651	2017.015	2064.182	
gagormish-hiccup.mat	"o11"	1321.466	1475.319	759.285	437.329	934.304	925.700	1936.690	1964.090	1893.067	1953.890	
gagormish-hiccup.mat	"i11"	1638.281	1786.061	1446.656	1507.560	2293.789	583.820	2584.949	2537.984	2710.076	2524.642	
gal-with.mat	"a11"	1168.966	1438.971	973.633	1108.966	985.453	823.110	2290.745	2426.700	2572.395	1871.828	
gami-ship.mat	"a11"	1310.601	1518.848	651.296	624.664	750.038	579.963	1955.350	2158.885	2022.294	1689.068	
gami-ship.mat	"i11"	1648.335	1935.343	1432.101	1883.989	1964.226	454.122	2854.589	3051.540	2853.697	2665.920	
gamichi-boatmansailor.mat	"a11"	890.071	1071.024	780.367	753.170	838.742	759.958	1970.980	2150.435	1946.192	1830.700	
gamichi-boatmansailor.mat	"i11"	1152.011	1231.731	1022.119	1089.111	1553.616	390.791	2746.008	2674.698	3075.740	2473.076	
gamichi-boatmansailor.mat	"i11"	1467.412	1589.756	2107.344	1839.377	2137.216	2347.878	2912.989	2798.912	2928.944	3009.946	
ganawula-theft.mat	"a22"	1085.783	1190.532	778.530	603.990	978.447	765.234	2077.968	2098.016	2127.440	2016.937	
ganawula-theft.mat	"a22"	1263.121	1401.868	673.979	647.044	680.437	695.635	1745.548	1760.341	1707.274	1769.992	
ganawula-theft.mat	"u11"	1507.535	1704.169	375.357	385.278	374.813	365.912	1864.506	1865.081	1910.063	1817.403	
ganawula-theft.mat	"ah22"	1812.594	1960.528	737.387	649.064	718.445	842.418	2384.457	1612.652	2597.708	2911.714	
gilaNAHR-sourcherry.mat	"i13"	593.378	707.285	1836.105	1371.555	2030.810	2125.877	2925.830	2839.678	2830.491	3126.120	
gilaNAHR-sourcherry.mat	"a13"	823.210	1002.013	767.813	800.043	853.052	653.055	1677.164	1868.964	1739.313	1418.323	
gilaNAHR-sourcherry.mat	"ah33"	1109.086	1507.593	706.170	601.939	736.465	780.416	1617.352	1230.136	1679.100	1949.566	
gisanulah-fatigue.mat	"i11"	744.171	837.547	611.098	308.739	229.374	1249.551	2520.249	2302.105	2238.088	2987.975	
gisanulah-fatigue.mat	"a11"	1124.160	1277.192	721.263	700.213	686.943	770.208	1792.925	1923.296	1695.601	1754.051	
gisanulah-fatigue.mat	"u11"	1374.040	1552.621	406.981	475.466	415.013	331.236	1972.500	2042.285	1960.744	1912.844	
gisanulah-fatigue.mat	"ah11"	1656.197	1872.279	706.629	638.877	730.259	751.175	1503.866	1519.211	1117.864	1863.727	
gori-theywillmarry.mat	"o11"	1231.735	1679.031	399.216	371.422	397.661	428.541	1959.078	2003.278	1973.903	1900.002	
gori-theywillmarry.mat	"i11"	1740.873	1957.743	2094.616	1396.979	2335.674	2552.794	3225.055	2994.164	3358.806	3322.889	
gxxrexshlah-shepulled.mat	"e11"	790.155	914.503	1400.486	1062.512	1606.475	1547.534	2535.091	2479.746	2576.812	2552.597	
hawe-thathebe.mat	"a11"	581.043	910.031	806.629	836.016	811.556	773.028	1766.311	1709.192	1843.966	1749.093	
hawe-thathebe.mat	"e11"	1038.133	1250.665	1318.895	327.806	1794.358	1833.662	2555.101	2075.796	2928.168	2665.342	
helahBAHZULAH-deceitfulness.mat	"e13"	742.017	832.191	581.933	580.333	573.434	591.514	1705.760	1779.110	1652.958	1683.283	
helahBAHZULAH-deceitfulness.mat	"ah13"	895.312	1014.792	663.204	612.958	710.814	662.073	1632.571	1286.266	944.463	2633.849	
helahBAHZULAH-deceitfulness.mat	"ah33"	1138.781	1271.787	819.196	748.218	835.459	873.707	2679.896	2450.970	2839.436	2759.970	
helahBAHZULAH-deceitfulness.mat	"u33"	1576.122	1706.874	501.102	412.840	514.529	574.983	1925.084	1298.575	1992.268	2476.089	
helahBAHZULAH-deceitfulness.mat	"ah33"	1806.065	1943.579	712.515	695.630	756.121	687.748	1374.221	1776.814	1027.402	1303.398	
heyWAHN-animalbeast.mat	"ah22"	1007.981	1283.481	700.422	694.003	704.561	703.286	1594.902	2136.792	1022.559	1613.759	
iJAHRAH-leaserent.mat	iJAHRAH-leaserent.mat	1.000	2184.000	1301.835	1531.034	1016.069	1368.808	2612.132	2925.930	2226.683	2698.542	
iJAHZAH-permission.mat	iJAHZAH-permission.mat	1.000	1991.000	1383.017	1716.578	1331.476	1103.820	2633.795	2889.571	2592.745	2420.756	
iYAHR-Iyar.mat	iYAHR-Iyar.mat	1.000	2564.000	1260.502	1555.506	710.123	1534.835	2485.205	2857.222	1758.230	2864.919	
idah-come.mat	"i11"	234.669	376.647	1672.837	1492.679	1710.035	1836.968	3069.135	3256.171	3057.840	2913.591	
idah-come.mat	"ah11"	524.016	774.724	720.641	772.521	717.483	672.780	1169.387	1045.893	1102.208	1354.642	
iman-when.mat	iman-when.mat	1.000	1950.000	1233.704	1457.583	1013.334	1241.555	2447.090	2863.485	2029.100	2466.531	
iqah-narrowlight.mat	iqah-narrowlight.mat	1.000	1634.000	1282.696	1595.328	1035.634	1229.716	2654.956	2864.933	2414.943	2697.508	
iqanulah-stresstightness.mat	iqanulah-stresstightness.mat	1.000	2298.000	1051.537	1302.556	583.252	1283.507	2363.190	2770.640	1713.061	2624.803	
ishtah-six.mat	ishtah-six.mat	1.000	1561.000	1571.909	1821.226	1903.171	976.485	2755.707	3040.029	2883.763	2336.978	
ixalah-food.mat	ixalah-food.mat	1.000	4798.000	1252.390	1110.644	1575.903	1066.276	2531.460	2364.478	2887.746	2337.258	
jam-gathering.mat	"a11"	1655.610	1997.239	843.953	954.608	750.165	822.909	1840.883	2086.592	1662.214	1771.133	
jandag-body.mat	"a11"	1134.621	1288.987	1206.484	1042.185	1113.305	1461.402	2402.982	2181.578	2266.421	2763.154	
jandag-body.mat	"a11"	1542.149	1834.416	738.620	703.341	761.068	753.763	2072.424	2241.034	1997.492	1974.487	
jankesh-deadlysicknessattack.mat	"a11"	1538.747	1623.830	642.351	682.967	674.929	574.186	1830.987	1748.806	1749.158	1985.895	
jankesh-deadlysicknessattack.mat	"e11"	1850.429	2110.887	1152.438	1668.290	1280.335	509.496	2431.392	2905.288	2509.057	1886.399	
jarga-rowcircle.mat	"a11"	1693.449	1894.851	753.727	710.533	780.803	770.234	2131.612	1957.132	2164.904	2274.966	
jarga-rowcircle.mat	"ah22"	2144.542	2442.523	777.718	735.560	770.417	826.918	2507.433	2244.093	2643.562	2638.692	
jarima-finepenalty.mat	"a11"	1433.713	1581.003	813.932	678.757	771.870	989.422	2057.762	1954.569	2134.490	2075.933	
jarima-finepenalty.mat	"i11"	1613.272	1775.397	498.979	919.847	261.000	308.480	2383.013	2366.348	2407.188	2379.822	
jarima-finepenalty.mat	"ah11"	1905.523	2274.569	659.651	627.281	659.913	691.383	1158.681	943.134	1070.785	1460.001	
jasahraht-daringcourage.mat	"a11"	1083.440	1186.167	716.343	800.606	611.775	727.980	2017.602	2224.670	1868.836	1942.455	
jasahraht-daringcourage.mat	"ah11"	1346.671	1519.714	781.594	792.698	763.271	788.347	2476.318	2389.396	2675.286	2369.813	
jasahraht-daringcourage.mat	"ah11"	1572.560	1932.347	725.737	633.446	795.865	747.084	2030.547	1570.315	2144.464	2376.752	
jexgrah-wrathanger.mat	jexgrah-wrathanger.mat	1.000	3095.000	1374.720	1506.313	1148.055	1475.252	2721.609	2801.585	2515.963	2851.137	
jeyRAHN-gazelle.mat	"ah33"	1245.600	1468.500	673.004	606.169	650.923	759.820	1203.961	1350.584	1170.112	1092.681	
jmug-twing.mat	"u11"	1353.283	1502.428	1306.030	1570.269	1756.503	599.814	2341.388	1989.890	2868.282	2172.532	
juwe-different.mat	"u11"	832.674	987.980	1427.755	1935.294	1212.289	1129.877	2676.293	2953.066	2549.322	2523.424	
juwe-different.mat	"e11"	1120.723	1232.610	1543.461	682.067	2004.232	1961.589	2518.945	2223.999	2903.934	2439.519	
jxxwanqah-youngman.mat	"a11"	1002.790	1134.363	728.094	653.093	794.864	738.037	1164.486	1278.106	1120.136	1094.700	
jxxwanqah-youngman.mat	"ah11"	1457.460	1837.842	642.536	614.475	678.101	635.872	1438.304	967.439	1699.630	1657.533	
karpichah-bricks.mat	"a11"	682.326	803.421	708.146	769.390	713.197	640.892	1777.943	1893.437	1745.667	1692.292	
karpichah-bricks.mat	"i11"	1114.635	1229.675	2537.868	2524.449	2412.367	2669.826	3397.702	3517.175	3175.278	3490.196	
karpichah-bricks.mat	"ah11"	1493.662	1631.710	725.473	714.732	691.547	768.332	1540.754	1740.713	1297.118	1574.998	
keryah-short.mat	"e11"	1065.616	1222.815	535.919	466.697	472.179	663.735	1973.502	1968.358	1997.220	1951.322	
keryah-short.mat	"ah11"	1493.120	1640.733	719.157	608.786	720.511	830.145	1898.428	2070.805	2024.475	1621.118	
kexmmah-howmuch.mat	"ah11"	1098.027	1300.594	876.336	849.019	890.292	891.987	1897.798	1759.562	2275.554	1636.487	
kxwa-star.mat	"ah11"	1690.336	1879.719	756.501	725.663	727.055	818.285	2213.360	2012.870	1934.564	2683.786	
lele-nights.mat	"e11"	841.728	1226.555	691.545	991.420	444.262	635.275	2243.892	2601.492	2022.455	2104.880	
lele-nights.mat	"e11"	1352.656	1574.420	1620.182	1884.890	1563.055	1404.840	2775.573	2818.814	2770.934	2743.623	
machit-mosque.mat	"a11"	878.460	973.694	873.906	821.255	998.605	801.914	2013.819	2015.027	2120.575	1912.762	
machit-mosque.mat	"i22"	1366.788	1504.574	2040.470	1801.192	2188.467	2138.709	2872.321	2706.672	3052.127	2865.003	
malah-village.mat	"a11"	1102.114	1379.288	831.455	756.797	884.873	853.665	2023.509	1657.265	2175.446	2242.385	
malah-village.mat	"ah22"	1589.493	1852.716	692.175	671.634	709.818	696.043	1679.067	983.388	1869.969	2166.769	
maqe-hewillspeak.mat	"a11"	739.568	1060.897	908.691	914.404	889.542	919.431	1955.357	2139.695	1750.677	1967.481	
maqe-hewillspeak.mat	"e22"	1214.716	1385.447	1099.582	1017.034	1456.685	821.466	2273.134	2160.240	2302.204	2359.654	
maroe-toache.mat	"a11"	1028.990	1222.904	1177.004	1280.758	1420.558	836.322	2360.539	2343.580	2581.244	2170.689	
maroe-toache.mat	"o11"	1243.316	1513.777	1498.553	1413.518	1369.956	1716.032	2359.228	2350.370	2291.513	2432.318	
maroe-toache.mat	"e11"	1539.292	1800.566	1770.517	1846.649	1587.154	1883.656	2737.715	2681.168	2698.272	2836.633	
mexsalah-scales.mat	"ex11"	1163.968	1223.830	869.637	812.957	746.224	1058.907	2513.834	2543.530	2528.467	2469.109	
mexsalah-scales.mat	"a11"	1480.523	1734.376	900.330	916.053	885.634	899.025	2703.125	2527.382	2775.170	2810.544	
mexsalah-scales.mat	"ah11"	1844.728	2179.550	732.837	778.552	719.871	701.991	2613.392	2934.564	2592.669	2321.267	
meyXAHNAH-wineshoptavern.mat	"ah33"	1499.514	1782.234	704.447	722.844	722.083	664.563	1471.487	2074.790	1152.508	1176.305	
meyXAHNAH-wineshoptavern.mat	"ah33"	1883.205	2029.317	689.196	738.707	673.558	652.327	1531.127	1845.331	1624.901	1090.201	
miLAHQE-hunggrapes.mat	"i13"	869.304	953.344	460.471	341.802	297.713	728.193	2326.197	2279.032	2241.580	2449.139	
miLAHQE-hunggrapes.mat	"ah33"	1051.842	1332.877	841.419	838.233	876.904	809.368	1766.294	1860.441	1100.657	2319.798	
miLAHQE-hunggrapes.mat	"e33"	1444.724	1591.825	983.368	1001.609	1403.124	556.474	2110.405	2092.895	2129.297	2109.383	
molah-death.mat	"o11"	821.146	1168.638	722.392	973.711	354.814	845.407	2082.032	2363.511	1740.710	2143.980	
molah-death.mat	"ah11"	1300.556	1565.197	806.234	706.714	829.278	882.047	2554.146	2232.573	2933.889	2500.464	
mrele-ithurts.mat	"e11"	1407.144	1631.703	834.803	1070.208	785.627	652.667	2068.358	2073.587	2079.235	2053.628	
mrele-ithurts.mat	"e11"	1728.326	1858.946	1651.719	1496.757	1710.259	1754.009	2450.104	2454.338	2444.302	2454.370	
mushtari-client.mat	"u11"	985.984	1081.116	652.652	497.937	331.524	1098.753	2101.517	2043.397	1859.236	2380.997	
mushtari-client.mat	"a11"	1473.812	1735.978	918.557	820.273	772.681	1161.167	2065.808	1970.416	1886.269	2340.733	
mushtari-client.mat	"i11"	1837.849	2011.909	2428.453	2393.707	2441.197	2455.756	3041.071	2793.287	2803.956	3540.550	
mxxqi-speak.mat	"i11"	1099.200	1333.897	1855.965	1012.402	2146.574	2392.622	2984.385	2613.037	3186.516	3147.960	
mxxshtuk-cigaretteholder.mat	"u11"	1106.217	1203.687	961.861	1283.179	1103.464	510.113	1992.089	2054.233	2135.491	1796.541	
mxxstanah-hairy.mat	"a11"	1330.681	1583.949	871.536	854.090	1098.542	654.843	1953.023	1525.414	2939.594	1363.019	
mxxstanah-hairy.mat	"ah11"	1673.488	1850.008	704.011	595.480	761.193	758.521	1483.442	1276.868	1458.541	1742.520	
neshamah-soul.mat	"e11"	1092.823	1145.526	974.693	1304.266	971.555	650.882	2477.182	2753.569	2385.560	2286.726	
neshamah-soul.mat	"a11"	1360.730	1571.541	764.711	751.897	770.641	771.367	1203.750	1350.028	1213.558	1050.747	
neshamah-soul.mat	"ah11"	1696.271	1840.325	684.078	649.366	705.955	697.135	1043.459	1045.759	1077.110	1008.242	
niSHAHNQULAH-engagement.mat	"i13"	1029.275	1116.339	638.176	321.366	259.019	1312.360	2475.124	2332.741	2357.995	2726.882	
