Filename,Segment,F1,F2
fētu-whistle_s1,ʉ11,387.8343343,2021.910998
fētu2_s1,ē11,372.9169247,1904.396243
fētu2_s1,ʉ11,383.7758274,2023.338427
fėnJÂN-cup_s1,ə13,566.4963644,1406.039426
fėnJÂN-cup_s1,ɑ33,510.6581246,1240.031647
gilaNÂR-sourcherry_s1,i13,354.833867,2320.928353
gilaNÂR-sourcherry_s1,æ13,532.5157646,1343.629572
gilaNÂR-sourcherry_s1,ɑ33,450.1506588,1230.893214
gilaNÂR2_s1,i13,353.5601084,2267.80177
gilaNÂR2_s1,æ13,651.8158061,1507.400377
gilaNÂR2_s1,ɑ33,512.085143,1276.849554
gisanulâ-fatigue_s1,i11,318.588592,2370.952902
gisanulâ-fatigue_s1,æ11,519.6732333,1560.260651
gisanulâ-fatigue_s1,ʉ11,363.7133666,1973.912731
gisanulâ-fatigue_s1,ɑ11,574.3031683,1216.919662
gori-theywillmarry,ø11,369.0322825,1866.612227
gori-theywillmarry,i11,342.3799735,2479.932073
gērėšlâ-shepulled_s1,ē11,461.5213619,1330.867342
gērėšlâ-shepulled_s1,ə11,464.6589926,1600.049367
gērėšlâ-shepulled_s1,ɑ11,583.7903716,1133.393967
hawe-thathebe_s1,æ11,687.0691313,1744.483312
hawe-thathebe_s1,ɛ11,484.5301276,2082.934346
heyWÂN-animal_beast_s1,ɛj13,397.3523947,1984.329989
heyWÂN-animal_beast_s1,ɑ33,540.0805963,1125.14877
iJÂRÂ-lease_rent_s1,i13,261.6985877,2287.545177
iJÂRÂ-lease_rent_s1,ɑ33,510.317064,1291.476799
iJÂRÂ-lease_rent_s1,ɑ33,563.0011233,1188.494834
iJÂZÂ-permission_s1,i13,264.86187,2197.372621
iJÂZÂ-permission_s1,ɑ33,516.7871285,1246.093855
iJÂZÂ-permission_s1,ɑ33,572.0601014,1267.259523
iYÂR-Iyar_s1,i13,294.6120294,2477.60316
iYÂR-Iyar_s1,ɑ33,593.0654131,1293.837397
idâ-hand_s1,i13,994.9167038,1921.36857
idâ-hand_s1,ɑ33,1156.417445,2097.736998
iman-when_s1,i11,400.4058159,2480.960144
iman-when_s1,æ11,623.2131842,1909.822258
iqanulâ-stress_tighness_s1,i11,404.6852085,2247.046499
iqanulâ-stress_tighness_s1,æ11,646.8891534,1809.019884
iqanulâ-stress_tighness_s1,ʉ11,353.4838709,1470.197117
iqanulâ-stress_tighness_s1,ɑ11,565.3491051,1195.829218
iqâ-narrow_tight_s1,i11,323.3161122,2348.086482
iqâ-narrow_tight_s1,ɑ11,601.3901736,1154.615569
ixalâ-food_s1,i11,352.2036159,2323.5056
ixalâ-food_s1,æ11,743.8662617,1298.600427
ixalâ-food_s1,ɑ11,599.5299465,1146.120576
ixalâ2_s1,æ11,736.1204936,1277.730345
ixalâ2_s1,ɑ11,647.9588663,1217.081465
ištâ-six_s1,i11,307.8461277,2173.026974
ištâ-six_s1,ɑ11,607.2879287,1362.064879
jeyRÂN-gazelle_s1,ɛj13,354.979639,2459.25825
jeyRÂN-gazelle_s1,ɑ33,432.0951783,1223.947755
jeyRÂN2_s1,ɛj13,382.2859558,2357.120991
jeyRÂN2_s1,ɑ33,461.7063593,1266.617718
juwe-different_s1,ʉ11,305.0181978,1783.563445
juwe-different_s1,ɛ11,501.9735965,2158.994209
jēwanqâ-youngman_s1,ē11,400.5626319,1233.816501
jēwanqâ-youngman_s1,æ11,528.305654,1413.847432
jēwanqâ-youngman_s1,ɑ11,575.3154102,1197.960955
jēwanqâ-youngman_s1,æ11,447.9433168,1198.385425
jēwanqâ-youngman_s1,ɑ11,596.1882293,1220.458365
karpičâ-bricks_s1,æ11,627.4328189,1976.553726
karpičâ-bricks_s1,i11,314.6234731,2415.787259
karpičâ-bricks_s1,ɑ11,556.9190595,1131.891042
kxwâ-star_s1,ɑ11,542.5365149,1082.547056
kėmmâ-howmuch_howmany_s1,ə11,566.2297977,1225.819672
kėmmâ-howmuch_howmany_s1,ɑ11,639.9687104,1117.043912
lele-nights_s1,ɛ11,453.5342708,1937.548609
lele-nights_s1,ɛ11,486.7236633,1856.280266
lelâ-night_s1,ɛ11,485.391895,2136.788744
lelâ-night_s1,ɑ11,625.5904074,1276.47821
maNÂ1-meaning_s1,æ13,847.3972268,1673.484537
maNÂ1-meaning_s1,ɑ33,574.3367383,1397.227976
malâ_s1-village,æ11,669.3136711,1246.997901
malâ_s1-village,ɑ11,609.2469729,1044.175298
maqe-hewillspeak_s1,æ11,731.4872017,1741.968924
maqe-hewillspeak_s1,ɛ11,516.0755149,2158.658255
maroe-toache_s1,æ11,612.9339048,1786.16854
maroe-toache_s1,ø11,409.7212504,1868.983517
maroe-toache_s1,ɛ11,553.7702827,2252.787593
maroe-toache_s1,æ11,568.994792,1876.52488
maroe-toache_s1,ø11,421.5175553,1865.122815
maroe-toache_s1,ɛ11,513.5917865,2210.668837
mačit-mosque_s1,æ11,471.6841802,1761.800004
mačit-mosque_s1,i11,341.8847778,2408.214257
mačit-mosque_s1,æ11,571.4947842,1915.165407
mačit-mosque_s1,i11,391.649317,2256.263879
meyXÂNÂ-wineshop_tavern_s1,ɛj13,490.1037217,2279.405306
meyXÂNÂ-wineshop_tavern_s1,ɑ33,508.5782317,1234.166597
meyXÂNÂ-wineshop_tavern_s1,ɑ33,483.1020061,1284.245358
miLAQE-hunggrapes_s1,i13,382.4171357,2352.068833
miLAQE-hunggrapes_s1,æ33,719.2967238,1394.419057
miLAQE-hunggrapes_s1,ɛ33,547.946406,2077.135552
molâ-death_s1,ø11,405.572248,1635.064042
molâ-death_s1,ɑ11,627.7858894,1308.576404
molâ2_s1,ø11,425.0140301,1648.07725
molâ2_s1,ɑ11,583.0229324,1219.522015
mrele-ithurts_aches,ɛ11,503.8293652,2075.75035
mrele-ithurts_aches,ɛ11,528.3907687,2020.860343
muštari-client_s1,ʉ11,265.9909282,2120.121324
muštari-client_s1,æ11,501.6934234,1940.447067
muštari-client_s1,i11,315.9618752,2585.02379
mēqi-speak_s1,ē11,456.650597,1420.687966
mēqi-speak_s1,i11,349.3995408,2526.418999
mėsalâ-scales_s1,ə11,517.2385079,1557.381153
mėsalâ-scales_s1,æ11,758.8257275,1351.071685
mėsalâ-scales_s1,ɑ11,615.2233301,1102.760551
mėsalâ-scales_s1,ə11,447.6091949,1420.711484
mėsalâ-scales_s1,æ11,745.9277388,1303.013263
mėsalâ-scales_s1,ɑ11,635.6296733,1096.364377
mėsalâ2_s1,ə11,584.7582953,1445.248908
mėsalâ2_s1,æ11,774.1688643,1343.19887
mėsalâ2_s1,ɑ11,613.0617884,1081.518069
mėstana_-hairy_s1,ə11,391.6260519,1570.673249
mėstana_-hairy_s1,æ11,573.7135093,1455.097108
mėstana_-hairy_s1,æ11,643.4922542,1346.289069
mėstanâ2_s1,ə11,331.5561877,1776.74347
mėstanâ2_s1,æ11,640.6206597,1492.178413
mėstanâ2_s1,ɑ11,541.1508685,1447.500947
mėštuk-cigaretteholder_s1,ʉ11,363.2286799,1793.022033
naJÂRÂ-carpenter_s1,æ13,531.8784181,1544.388258
naJÂRÂ-carpenter_s1,ɑ33,518.1807386,1216.825993
naJÂRÂ-carpenter_s1,ɑ33,602.9437697,1181.679852
naJÂRÂ2_s1,æ13,606.6101306,1634.963664
naJÂRÂ2_s1,ɑ33,543.3096917,1338.464081
naJÂRÂ2_s1,ɑ33,583.2566941,1149.669647
nešamâ-soul_s1,ɛ11,370.4639275,2185.039097
nešamâ-soul_s1,æ11,514.8890527,1383.776017
nešamâ-soul_s1,ɑ11,457.7823274,1071.220032
nigaRÂN-tolongfor_toworryabout_s1,i13,373.5210068,2439.38669
nigaRÂN-tolongfor_toworryabout_s1,æ13,631.127185,1542.774657
nigaRÂN-tolongfor_toworryabout_s1,ɑ33,431.6780523,1195.190863
niŠÂNQULÂ-engagement_s1,i13,373.0753933,2423.126497
niŠÂNQULÂ-engagement_s1,ɑ33,434.5441036,1497.644868
niŠÂNQULÂ-engagement_s1,ʉ33,369.0295662,798.9552269
niŠÂNQULÂ-engagement_s1,ɑ33,491.0561195,1141.710059
nokar-servant_slave_s1,ø11,476.173033,1952.34775
nokar-servant_slave_s1,æ11,588.9118955,1913.624237
noši-myself_s1,ø11,489.7790017,1805.379814
noši-myself_s1,i11,326.3258811,2501.136457
noši2_s1,ø11,406.2016613,1799.294923
noši2_s1,i11,361.3807858,2510.633627
oklâ-city_country_s1,ø11,397.5537673,1511.842722
oklâ-city_country_s1,ɑ11,623.3032223,1226.907767
pardin-screen_dividingwall_s1,æ11,630.2932308,1817.94832
pardin-screen_dividingwall_s1,i11,368.4285168,2542.594699
pariSANULÂ-miserablestate_s1,æ13,619.9662,1709.666271
pariSANULÂ-miserablestate_s1,i13,389.4805527,2093.193633
pariSANULÂ-miserablestate_s1,æ33,582.108766,1353.813585
pariSANULÂ-miserablestate_s1,ʉ33,508.4813511,1026.703366
pariSANULÂ-miserablestate_s1,ɑ33,544.7650236,1105.56748
paroqe-toend_s1,æ11,653.3369468,1782.083097
paroqe-toend_s1,ø11,466.4637999,1368.237479
